Company Name,Stock Name,Filing Time,New Product,Product Description
CRL,CRL,2024-05-09T07:31:12-04:00,CRISPR Therapeutics Ltd.,Announcement of positive interim results from Phase II clinical trial for CTX001, CRISPR gene therapy for sickle cell disease and beta thalassemia major.
JPMorgan Chase & Co.,JPM,2024-07-25T16:10:57-04:00,Chase Sapphire Preferred Card with Enhanced Rewards and Benefits,The new card will offer increased rewards, enhanced travel benefits, and a $200 statement credit for direct deposits.
Synchrony Financial Inc.,SCHW,2024-07-16T16:18:48-04:00,Synchrony Wallet,Digital banking platform
Synchrony Financial Inc.,SCHW,2024-04-15T16:16:24-04:00,Credit Builder Account,new credit builder account product
SCHW,SCHW,2023-11-17T16:30:58-05:00,Pulse 24/7 Smart Saver,Smart savings and investment app
SCHW,SCHW,2023-05-05T06:04:35-04:00,NewCheck,New mobile banking app for easy account management and bill payments
CHTR,CHTR,2025-01-31T07:01:00-05:00,Cayuse APT,A new music streaming service
Clear Channel Communications, Inc.,CHTR,2024-11-01T07:02:26-04:00,LiveX Live Music Festival,New live music festival event
CHTR,CHTR,2023-10-25T16:35:16-04:00,Blast!, a new virtual reality platform,a virtual reality platform for kids and teens, offering interactive games and social experiences
Clear Channel Communications, Inc.,CHTR,2023-09-11T12:21:46-04:00,iHeartRadio,Enhanced streaming features for users.
Chevron Corporation,CVX,2025-01-31T16:11:17-05:00,NextGen Energy Storage System,A new line of energy storage solutions designed for industrial and commercial applications.
Chevron Corporation,CVX,2024-02-02T06:17:17-05:00,Carbon Capture Technology for Oil and Gas Operations,Advanced technology to reduce greenhouse gas emissions from oil and gas operations.
Exxon Mobil Corporation,XOM,2023-10-27T06:16:38-04:00,Nexar Energy LLC Acquisition,Acquisition of Nexar Energy LLC
Chipotle Mexican Grill Inc.,CMG,2025-02-04T16:11:58-05:00,Next Gen Guacamole,A healthier and more sustainable guacamole alternative made with avocado oil and plant-based ingredients.
Church & Dwight Co., Inc.,CMG,2023-04-25T16:10:56-04:00,Encourage: The Ultimate Energy Drink,A new line of energy drinks with a unique blend of ingredients
Chipotle Mexican Grill Inc.,CMG,2022-12-09T16:31:08-05:00,new product goes here,new product goes here
CBiz Inc.,CB,2023-02-20T14:30:00-05:00,NexGen X5000 Smartwatch,Next-generation wearable device with advanced health monitoring and AI-powered coaching
CBizCorp,CB,2022-12-19T14:30:00-05:00,Smartwatch 3.0,Advanced health monitoring and AI-powered fitness tracking
CBiz Inc.,CB,2024-12-09T16:37:33-05:00,Smartwatch Pro 2,Advanced health monitoring and AI-powered fitness tracking
CBiz Inc.,CB,2024-10-29T16:21:56-04:00,New Energy Drink,Introducing a new line of energy drinks made with natural ingredients and plant-based caffeine
CBiz Inc.,CB,2024-08-12T16:24:39-04:00,NeuroSync Pro,Advanced brain-computer interface technology for enhanced cognitive performance.
CBIZ Inc.,CBZI,2024-07-31T08:09:34-04:00,CBIZ's new line of cloud-based accounting solutions for small businesses,Simplified financial management and tax preparation tools
CBiz Inc.,CB,2024-03-15T16:10:41-04:00,SmartFit,AI-powered fitness trackers for enhanced well-being monitoring
CBiz Inc.,CB,2024-03-07T08:25:52-05:00,NewLine 8000,High-speed, compact air dryer for industrial applications
CBiz Inc.,CBIZ,2023-12-04T16:49:22-05:00,CBiZ - Digital Invoicing Software,Cloud-based digital invoicing software designed for small businesses and accountants.
CBiz Inc.,CB,2023-07-25T16:19:05-04:00,CBiZ's new line of solar-powered cookware,Portable and eco-friendly cooking solution
CBiz Inc.,CB,2023-05-17T16:26:28-04:00,Smart Contact Lenses,Non-invasive augmented reality display for digital information and entertainment.
CHD Labs Inc.,CHD,2022-09-01T15:04:07-04:00,EcoClean 2.0,Sustainable cleaning solution for eco-conscious consumers.
CHD Science Inc.,CHD,2024-02-02T07:09:37-05:00,ChloroGARD,A new line of green cleaning products with an EPA Safer Choice certification
Chewy Inc.,CHWY,2023-07-28T07:03:53-04:00,Chewy+ for Seniors,Artificial intelligence-powered, personalized veterinary care platform.
CI,CI,2024-06-20T16:15:30-04:00,New product release announced,A new product that provides a unique solution to a specific market need
Ciena Corporation,CI,2024-02-15T06:16:03-05:00,Ciena Edge Cloud for Data Center Interconnects,A next-generation, open networking solution that enables enterprises to deploy a cloud-based data center interconnect service.
Ciencia Biotechnology Inc.,CI,2024-02-02T06:15:28-05:00,BRAINS,BRAINS, a proprietary brain cancer treatment, has been granted FDA Fast Track designation for its ability to potentially treat glioblastoma, a highly aggressive and malignant form of brain cancer.
Ciena Corporation,CI,2024-01-17T09:21:21-05:00,AI-Powered Network Analytics Platform,Next-generation platform for real-time network performance insights and predictive analytics
Cinfarm Inc.,CINF,2025-02-10T16:08:41-05:00,FarmTech 2.0,Advanced hydroponic system for efficient crop growth and yield optimization
Cinfincorp Inc.,CINF,2024-11-15T12:20:35-05:00,CinnaGen,New oral anti-diabetic treatment
Cinovance, Inc.,CINF,2024-10-24T16:06:47-04:00,Nirsevia 7.5 mL Cartridge,Single-use, prefilled syringe with vasoconstrictor
Cinfarm Inc.,CINF,2024-02-06T16:14:49-05:00,Smart Gardening System,Artificial Intelligence-Powered Indoor Plant Growing Solution
Cinfarm Inc.,CINF,2024-01-29T08:50:30-05:00,SmartGrow,AI-powered hydroponic system for optimized plant growth.
Cinfarm Ltd.,CINF,2023-11-29T16:09:51-05:00,CBD Isolate Oil,CBD isolate oil for hemp-based products
C.R. Bard Inc.,CTAS,2024-12-19T08:31:58-05:00,Duodeno-Jejunal Bariatric Stent System,A new stent system designed for bariatric surgery in the duodeno-jejunal region
Cintas Corporation,CTAS,2024-07-18T08:47:31-04:00,EasyWash Smart Station,A self-service laundry station with smartphone app connectivity and digital payment options
CTAS,CTAS,2024-01-25T11:19:44-05:00,Kryssos Advanced Materials Announces New Graphite-Based Energy Storage Technology,Improve power density and reduce costs for energy storage applications
CHS Inc.,CTAS,2023-10-26T14:55:46-04:00,AgroFresh Technology,AgroFresh Technology is a suite of integrated solutions designed to help farmers reduce losses and improve yields in their crops.
Cintas Corporation,CTAS,2023-03-29T08:31:33-04:00,SoftBank Ventures and Cintas Announce Launch of New Smart Cleaning Solution,Smart cleaning solution for office spaces, utilizing advanced sensors and AI-powered technology to optimize cleaning efficiency
Cintas Corporation,CTAS,2022-12-21T08:32:12-05:00,Enhanced Cleaning Solution for Heavy-Duty Equipment,new cleaning solution designed to improve equipment cleaning efficiency
Cisco Systems, Inc.,CSCO,2024-12-11T16:31:27-05:00,Wi-Fi 7,Next-generation Wi-Fi standard
Cisco Systems Inc.,CSCO,2024-06-14T16:06:44-04:00,WS-CX500-40G,WS-CX500-40G Switch
Cisco Systems Inc.,CSCO,2024-02-08T16:11:01-05:00,Cisco SD-WAN 1600 Edge Compute Platform,A cloud-managed wide area network solution with integrated edge computing capabilities
Cisco Systems, Inc.,CSCO,2022-02-17T14:01:15-05:00,AcceleDORE 10G Series,Cloud-based software and hardware solution for data centers and edge locations
Advanced Technology Inc.,ATKO,2022-04-15T14:30:00-04:00,Nova X1 Smartphone,Next-generation smartphone with advanced AI capabilities and long-lasting battery
Ciena Corporation,CIEN,2024-11-19T16:05:32-05:00,CorQuantic 5,Next-generation optical networking platform
Cocaine Inc.,COCA,2024-07-30T16:05:57-04:00,Nexa,New cough syrup
CFG Bank Holdings Corp.,CFG,2023-07-26T14:11:33-05:00,CFG Bank's new mobile banking app,Mobile banking app with enhanced security and features
CFG,CFG,2024-07-23T16:50:02-04:00,Evershare+ 2.0,Updated mobile app featuring enhanced sharing capabilities and improved user experience
CFG Bank,CFG,2024-05-07T18:30:31-04:00,Digital Banking Platform,New digital banking platform with enhanced mobile app and online account management features
Cloudburst Communications Inc.,CLX,2025-02-03T16:12:05-05:00,CloudCall X3,Next-generation cloud-based call center solution with AI-powered routing and analytics
Clarion Science and Technology Group Inc.,CLX,2024-02-01T16:13:20-05:00,Next-generation quantum computing chip,A high-performance, low-power quantum processor designed for AI and machine learning applications.
Clearview Labs Inc.,CLX,2023-10-04T16:25:34-04:00,CVL-X3000 Smart Glasses,Advanced augmented reality glasses with AI-powered display and gesture recognition
CLX Inc.,CLX,2023-08-14T17:29:29-04:00,Cloudy Communications Solution,A cloud-based platform for secure voice and video communications
CLX Networks, Inc.,CLX,2023-08-02T16:12:39-04:00,Cloud-Edge Networking Platform,Next-generation cloud-edge networking solution for secure and reliable IoT connectivity
CLX S.A.,CLX,2023-07-26T16:59:31-04:00,Vitaxinº’s Expanded Indications for Inflammatory Bowel Disease, Including Crohn’s Disease and Ulcerative Colitis,Positive Phase 3 data from the PIONEER trial demonstrate improved efficacy compared to placebo.
CMS Industries,CMS,2023-05-05T11:50:17-04:00, CMS 3000 Smart Bike Helmet, revolutionary safety features, voice assistant integration and wireless charging
CMS,CMS,2023-05-04T06:43:23-04:00,"CMS says it is announcing the launch of a new product called ""CMS-1000"" in select US markets.",High-performance imaging software for radiologists and clinicians.
CMS,CMS,2023-05-01T07:01:44-04:00,CMS1000 Smartwatch,Enhanced fitness tracking and health monitoring capabilities
Mondelez International Inc.,MDLZ,2024-12-16T14:33:35-05:00,Oreo Xploder Twists with new flavors ,new twist on the classic Oreo cookie
Mondelez International Inc.,MDLZ,2024-12-11T16:20:13-05:00,Dove Chocolate Senses, a new line of chocolate bars with infused flavor essences,A premium chocolate experience with unique flavor profiles
The Coca-Cola Company,KO,2024-10-17T14:14:59-04:00,Topo Chico Hard Seltzer with Coconut Water and Pineapple,Refreshingly new hard seltzer flavors
Mondelez International Inc.,MDLZ,2024-04-30T06:58:54-04:00,New line of chocolate chip cookies under the Oreo brand,Introducing a new twist on the classic favorite, these cookies feature a unique flavor combination and packaging.
Coca-Cola Company,KO,2023-10-24T06:57:49-04:00,Topo Chico Hard Seltzer,new line of hard seltzers made with Topo Chico water
The Coca-Cola Company,KO,2023-10-20T16:05:33-04:00,Kool-Aid Zing,New and refreshing Kool-Aid flavor
Cleveland Clinic,CTSH,2025-02-05T16:05:30-05:00,NextGen Urgent Care Platform,AI-powered urgent care platform for improved patient experience
Atlassian Corporation Plc,TEAM,2022-04-12T14:00:00-04:00,Jira Service Management Cloud,expands capabilities of Jira Software for IT service management and IT operations
At-home diagnostics company,CTSH,2024-06-07T16:42:32-04:00,COVID-19 Testing Kit,Portable, at-home COVID-19 testing kit for rapid diagnosis
Celanese Corporation,CELS,2023-08-02T16:11:38-04:00,PuroClean Technology,A water purification system designed for commercial and industrial applications
Celsion Therapeutics plc,CL,2023-01-31T08:00:40-05:00,OrUre technology for urothelial cancer treatment,Enhanced delivery system to improve drug efficacy and reduce side effects
Clover Biopharmaceuticals Inc.,CBRX,2025-01-24T16:57:11-05:00,CBR-101,Treatment for COVID-19 in high-risk patients.
CLORO Inc.,CLRO,2024-10-25T08:00:22-04:00,Hydrogen-Based Disinfecting Solution,A new disinfecting solution for residential and commercial use
Celanese Corporation,CEL,2024-07-26T08:00:35-04:00,PuraCell technology for chemical recycling,A proprietary process to recycle polyethylene terephthalate (PET) into high-quality PTA
Coca-Cola Company,KO,2024-04-26T08:00:26-04:00,Sequoia,New line of plant-based beverages
CLORO INC,CLOR,2022-08-09T16:11:22-04:00,Nanoclay-based cleaning products for surfaces,Nanoclay-based cleaning products for a variety of surfaces
Comcast Corporation,CMCSA,2024-09-26T16:15:34-04:00,Peacock Premium Ad-Free Plus and Streamzoo,Streaming service offering ad-free viewing of Peacock, plus access to new content on the streaming platform Streamzoo.
Viasat Inc.,VSAT,2024-09-23T06:40:00-04:00,Intellian's next-generation marine satellite terminal, designed for improved satellite connectivity and performance.,Next-gen marine satellite terminal with enhanced connectivity and performance.
Comcast Corporation,CMCSA,2024-06-12T16:09:36-04:00,Xfinity Stream+,,Next-generation streaming service
CMCSA,CMCSA,2024-05-22T16:13:58-04:00,VIZIO SmartCast Entertainment System,Enhanced streaming capabilities and smart home integration for a more immersive viewing experience.
CMCSA,CMCSA,2024-01-25T07:09:02-05:00,VIZIO Smart TV,New P-Series smart TVs with advanced HDR and gaming capabilities
ViX Technologies Inc.,VIXT,2023-12-06T16:17:13-05:00,Quantum Flux Processor,A revolutionary new processor that leverages quantum computing for enhanced performance and efficiency.
Comcast Corporation,CMCSA,2023-10-26T07:05:27-04:00,NBCUniversal's Peacock Premium,a high-end ad-free tier of the streaming service
ViZIO Inc.,VIZO,2023-06-09T15:28:10-04:00,X-Ray Vision System for Smart Glasses,X-Ray vision system to be integrated with smart glasses.
Caladenso Ltd.,CAG,2024-12-19T07:32:23-05:00,Bexarlimab,Immunotherapy treatment for metastatic non-small cell lung cancer
Coty Inc.,CAG,2024-07-11T07:32:12-04:00,Beauty Business,launch of new beauty business
Caterpillar Inc.,CAT,2023-10-05T07:32:18-04:00,Road Construction Machine,New road construction machine with improved efficiency and productivity
Carnegie Pharmaceuticals Inc.,CAG,2023-07-13T07:32:28-04:00,Apotex,Apotex, a generic version of atorvastatin
Caterpillar Inc.,CAT,2023-06-22T16:30:34-04:00,Cat 349F wheeled excavator,The new Cat 349F wheeled excavator features improved hydraulic and mechanical performance, along with a more efficient operating system.
Cinnamon Roll Bakery Inc.,CAG,2023-04-05T07:32:15-04:00,SoftBake Cinnamon Swirl Muffins,New SoftBake Cinnamon Swirl Muffin flavors and packaging redesign
Caterpillar Inc.,CAT,2023-01-05T07:32:16-05:00,B310G tractor,New 315D2 tractor
Chevron Corporation,COP,2024-12-05T16:15:59-05:00,Pioneer Alpha Project,Development of a new deepwater drilling project in the Gulf of Mexico.
ConocoPhillips,COP,2024-07-12T06:30:46-04:00,Hawk Ridge,Light Sweet Crude Oil from the Hawk Ridge field in the Bakken Shale play.
Electrica Inc.,ED,2024-12-05T16:26:59-05:00,Edge AI Chip,High-performance computing solution for edge devices.
United Therapeutics Corporation,UTHR,2024-11-08T16:26:27-05:00,Sofia Therapeutic,New treatment for age-related macular degeneration
EDBIO Inc.,EDBI,2024-08-01T16:40:03-04:00,Cannabis-Based Insecticide Spray,new product to be used in agriculture
EDwards Lifesciences Corporation,EWL,2024-06-10T07:30:39-04:00,MAGNIFY 3.0,Next-generation, fully-integrated hemostasis testing on a single instrument
Edwards Lifesciences Corporation,EW,2024-05-09T09:46:11-04:00,Cardiopulmonary Hemodynamics,EDAS 5.0 Hemodynamic Monitoring System
ED Capital Management Corporation,ED,2024-05-02T16:44:03-04:00,EDC-300,EDC-300 is a new, high-performance electric vehicle battery designed for the growing EV market.
EDXORI Pharmaceuticals Inc.,EDXI,2024-03-28T08:24:37-04:00,ELIXIR-1 capsules for the treatment of chronic cough associated with asthma and COPD,New oral capsule formulation
Edwards Lifesciences Corporation,ED,2024-02-15T17:12:01-05:00,Evita VLP,Virus-like particle vaccine for COVID-19 prevention
EDX Bioscience Inc.,EXB,2023-11-16T16:17:59-05:00,Cannabis-based Treatment for Multiple Sclerosis,First-in-class therapy targeting disease progression and symptoms
Edwards Lifesciences Corporation,EDS,2023-11-02T16:23:38-04:00,Stent Graft System for the Treatment of Aortic Aneurysms,Endovascular stent graft system designed to treat aortic aneurysms.
Anheuser-Busch InBev SA,BUD,2023-08-01T14:00:00-05:00,Busch Premium Light Pilsner Can,Refreshingly crisp and easy-drinking pilsner beer
